hidden_layer_sizes	activation	solver	alpha	learning_rate	learning_rate_init	early_stopping	accuracy
256x2	relu	lbfgs	0.01	adaptive	0.1	True	0.97246
256x2	relu	sgd	0.01	adaptive	0.01	True	0.9473
256x2	relu	adam	0.01	adaptive	0.01	True	0.96327
256x2	relu	lbfgs	0.01	adaptive	0.01	True	0.97019
256x2	relu	sgd	0.01	adaptive	0.001	True	0.89408
256x2	relu	adam	0.01	adaptive	0.001	True	0.94942
256x2	relu	lbfgs	0.01	adaptive	0.001	True	0.97701
256x2	relu	sgd	0.01	adaptive	0.0001	True	0.56871
256x2	relu	adam	0.01	adaptive	0.0001	True	0.91068
256x2	relu	lbfgs	0.01	adaptive	0.0001	True	0.96554
256x2	relu	sgd	0.01	invscaling	0.1	True	0.90354
256x2	relu	adam	0.01	invscaling	0.1	True	0.95169
256x2	relu	lbfgs	0.01	invscaling	0.1	True	0.97014
256x2	relu	sgd	0.01	invscaling	0.01	True	0.81919
256x2	relu	adam	0.01	invscaling	0.01	True	0.97241
256x2	relu	lbfgs	0.01	invscaling	0.01	True	0.97241
256x2	relu	sgd	0.01	invscaling	0.001	True	0.5277
256x2	relu	adam	0.01	invscaling	0.001	True	0.94947
256x2	relu	lbfgs	0.01	invscaling	0.001	True	0.97241
256x2	relu	sgd	0.01	invscaling	0.0001	True	0.49101
256x2	relu	adam	0.01	invscaling	0.0001	True	0.90153
256x2	relu	lbfgs	0.01	invscaling	0.0001	True	0.96554
256x3	relu	sgd	0.01	adaptive	0.1	True	0.9518
256x3	relu	adam	0.01	adaptive	0.1	True	0.92891
256x3	relu	lbfgs	0.01	adaptive	0.1	True	0.96554
256x3	relu	sgd	0.01	adaptive	0.01	True	0.92865
256x3	relu	adam	0.01	adaptive	0.01	True	0.96099
256x3	relu	lbfgs	0.01	adaptive	0.01	True	0.97252
256x3	relu	sgd	0.01	adaptive	0.001	True	0.87389
256x3	relu	adam	0.01	adaptive	0.001	True	0.94017
256x3	relu	lbfgs	0.01	adaptive	0.001	True	0.96559
256x3	relu	sgd	0.01	adaptive	0.0001	True	0.60581
256x3	relu	adam	0.01	adaptive	0.0001	True	0.89926
256x3	relu	lbfgs	0.01	adaptive	0.0001	True	0.96786
256x3	relu	sgd	0.01	invscaling	0.1	True	0.93346
256x3	relu	adam	0.01	invscaling	0.1	True	0.94487
256x3	relu	lbfgs	0.01	invscaling	0.1	True	0.97019
256x3	relu	sgd	0.01	invscaling	0.01	True	0.80444
256x3	relu	adam	0.01	invscaling	0.01	True	0.95185
256x3	relu	lbfgs	0.01	invscaling	0.01	True	0.96094
256x3	relu	sgd	0.01	invscaling	0.001	True	0.52532
256x3	relu	adam	0.01	invscaling	0.001	True	0.94487
256x3	relu	lbfgs	0.01	invscaling	0.001	True	0.96792
256x3	relu	sgd	0.01	invscaling	0.0001	True	0.51644
256x3	relu	adam	0.01	invscaling	0.0001	True	0.87357
256x3	relu	lbfgs	0.01	invscaling	0.0001	True	0.96786
321x1	relu	sgd	0.01	adaptive	0.1	True	0.9518
321x1	relu	adam	0.01	adaptive	0.1	True	0.96105
321x1	relu	lbfgs	0.01	adaptive	0.1	True	0.97014
321x1	relu	sgd	0.01	adaptive	0.01	True	0.94255
321x1	relu	adam	0.01	adaptive	0.01	True	0.96321
321x1	relu	lbfgs	0.01	adaptive	0.01	True	0.97468
321x1	relu	sgd	0.01	adaptive	0.001	True	0.89662
321x1	relu	adam	0.01	adaptive	0.001	True	0.92881
321x1	relu	lbfgs	0.01	adaptive	0.001	True	0.97933
321x1	relu	sgd	0.01	adaptive	0.0001	True	0.62801
321x1	relu	adam	0.01	adaptive	0.0001	True	0.83948
321x1	relu	lbfgs	0.01	adaptive	0.0001	True	0.97014
321x1	relu	sgd	0.01	invscaling	0.1	True	0.91971
321x1	relu	adam	0.01	invscaling	0.1	True	0.94942
321x1	relu	lbfgs	0.01	invscaling	0.1	True	0.97236
321x1	relu	sgd	0.01	invscaling	0.01	True	0.82336
321x1	relu	adam	0.01	invscaling	0.01	True	0.96094
321x1	relu	lbfgs	0.01	invscaling	0.01	True	0.97468
321x1	relu	sgd	0.01	invscaling	0.001	True	0.56136
321x1	relu	adam	0.01	invscaling	0.001	True	0.94038
321x1	relu	lbfgs	0.01	invscaling	0.001	True	0.97241
321x1	relu	sgd	0.01	invscaling	0.0001	True	0.5435
321x1	relu	adam	0.01	invscaling	0.0001	True	0.8741
321x1	relu	lbfgs	0.01	invscaling	0.0001	True	0.97008
321x2	relu	sgd	0.01	adaptive	0.1	True	0.95867
321x2	relu	adam	0.01	adaptive	0.1	True	0.9564
321x2	relu	lbfgs	0.01	adaptive	0.1	True	0.97479
321x2	relu	sgd	0.01	adaptive	0.01	True	0.93816
321x2	relu	adam	0.01	adaptive	0.01	True	0.94508
321x2	relu	lbfgs	0.01	adaptive	0.01	True	0.97014
321x2	relu	sgd	0.01	adaptive	0.001	True	0.91052
321x2	relu	adam	0.01	adaptive	0.001	True	0.95407
321x2	relu	lbfgs	0.01	adaptive	0.001	True	0.97706
321x2	relu	sgd	0.01	adaptive	0.0001	True	0.62622
321x2	relu	adam	0.01	adaptive	0.0001	True	0.91956
321x2	relu	lbfgs	0.01	adaptive	0.0001	True	0.97014
321x2	relu	sgd	0.01	invscaling	0.1	True	0.93129
321x2	relu	adam	0.01	invscaling	0.1	True	0.94498
321x2	relu	lbfgs	0.01	invscaling	0.1	True	0.97241
321x2	relu	sgd	0.01	invscaling	0.01	True	0.8101
321x2	relu	adam	0.01	invscaling	0.01	True	0.96321
321x2	relu	lbfgs	0.01	invscaling	0.01	True	0.96786
321x2	relu	sgd	0.01	invscaling	0.001	True	0.52933
321x2	relu	adam	0.01	invscaling	0.001	True	0.9379
321x2	relu	lbfgs	0.01	invscaling	0.001	True	0.97706
321x2	relu	sgd	0.01	invscaling	0.0001	True	0.50719
321x2	relu	adam	0.01	invscaling	0.0001	True	0.94027
321x2	relu	lbfgs	0.01	invscaling	0.0001	True	0.96327
321x3	relu	sgd	0.01	adaptive	0.1	True	0.95867
321x3	relu	adam	0.01	adaptive	0.1	True	0.91934
321x3	relu	lbfgs	0.01	adaptive	0.1	True	0.97241
321x3	relu	sgd	0.01	adaptive	0.01	True	0.93811
321x3	relu	adam	0.01	adaptive	0.01	True	0.95185
321x3	relu	lbfgs	0.01	adaptive	0.01	True	0.96332
321x3	relu	sgd	0.01	adaptive	0.001	True	0.88071
321x3	relu	adam	0.01	adaptive	0.001	True	0.96316
321x3	relu	lbfgs	0.01	adaptive	0.001	True	0.96327
321x3	relu	sgd	0.01	adaptive	0.0001	True	0.52051
321x3	relu	adam	0.01	adaptive	0.0001	True	0.93103
321x3	relu	lbfgs	0.01	adaptive	0.0001	True	0.97928
321x3	relu	sgd	0.01	invscaling	0.1	True	0.89905
321x3	relu	adam	0.01	invscaling	0.1	True	0.93097
321x3	relu	lbfgs	0.01	invscaling	0.1	True	0.97474
321x3	relu	sgd	0.01	invscaling	0.01	True	0.77088
321x3	relu	adam	0.01	invscaling	0.01	True	0.96327
321x3	relu	lbfgs	0.01	invscaling	0.01	True	0.97701
321x3	relu	sgd	0.01	invscaling	0.001	True	0.51369
321x3	relu	adam	0.01	invscaling	0.001	True	0.9518
321x3	relu	lbfgs	0.01	invscaling	0.001	True	0.96781
321x3	relu	sgd	0.01	invscaling	0.0001	True	0.50206
321x3	relu	adam	0.01	invscaling	0.0001	True	0.91755
321x3	relu	lbfgs	0.01	invscaling	0.0001	True	0.96559
512x1	relu	sgd	0.01	adaptive	0.1	True	0.9519
512x1	relu	adam	0.01	adaptive	0.1	True	0.9518
512x1	relu	lbfgs	0.01	adaptive	0.1	True	0.97014
512x1	relu	sgd	0.01	adaptive	0.01	True	0.9194
512x1	relu	adam	0.01	adaptive	0.01	True	0.95164
512x1	relu	lbfgs	0.01	adaptive	0.01	True	0.97474
512x1	relu	sgd	0.01	adaptive	0.001	True	0.91274
512x1	relu	adam	0.01	adaptive	0.001	True	0.92896
512x1	relu	lbfgs	0.01	adaptive	0.001	True	0.96781
512x1	relu	sgd	0.01	adaptive	0.0001	True	0.58488
512x1	relu	adam	0.01	adaptive	0.0001	True	0.90137
512x1	relu	lbfgs	0.01	adaptive	0.0001	True	0.96559
512x1	relu	sgd	0.01	invscaling	0.1	True	0.92902
512x1	relu	adam	0.01	invscaling	0.1	True	0.94493
512x1	relu	lbfgs	0.01	invscaling	0.1	True	0.97701
512x1	relu	sgd	0.01	invscaling	0.01	True	0.86485
512x1	relu	adam	0.01	invscaling	0.01	True	0.95872
512x1	relu	lbfgs	0.01	invscaling	0.01	True	0.97014
512x1	relu	sgd	0.01	invscaling	0.001	True	0.59667
512x1	relu	adam	0.01	invscaling	0.001	True	0.94947
512x1	relu	lbfgs	0.01	invscaling	0.001	True	0.97468
512x1	relu	sgd	0.01	invscaling	0.0001	True	0.53192
512x1	relu	adam	0.01	invscaling	0.0001	True	0.91036
512x1	relu	lbfgs	0.01	invscaling	0.0001	True	0.96327
512x2	relu	sgd	0.01	adaptive	0.1	True	0.95402
512x2	relu	adam	0.01	adaptive	0.1	True	0.93562
512x2	relu	lbfgs	0.01	adaptive	0.1	True	0.97246
512x2	relu	sgd	0.01	adaptive	0.01	True	0.94477
512x2	relu	adam	0.01	adaptive	0.01	True	0.9519
512x2	relu	lbfgs	0.01	adaptive	0.01	True	0.97246
512x2	relu	sgd	0.01	adaptive	0.001	True	0.8898
512x2	relu	adam	0.01	adaptive	0.001	True	0.95418
512x2	relu	lbfgs	0.01	adaptive	0.001	True	0.96327
512x2	relu	sgd	0.01	adaptive	0.0001	True	0.60333
512x2	relu	adam	0.01	adaptive	0.0001	True	0.92188
512x2	relu	lbfgs	0.01	adaptive	0.0001	True	0.97236
512x2	relu	sgd	0.01	invscaling	0.1	True	0.93356
512x2	relu	adam	0.01	invscaling	0.1	True	0.9519
512x2	relu	lbfgs	0.01	invscaling	0.1	True	0.96781
512x2	relu	sgd	0.01	invscaling	0.01	True	0.88726
512x2	relu	adam	0.01	invscaling	0.01	True	0.96559
512x2	relu	lbfgs	0.01	invscaling	0.01	True	0.97246
512x2	relu	sgd	0.01	invscaling	0.001	True	0.51628
512x2	relu	adam	0.01	invscaling	0.001	True	0.94704
512x2	relu	lbfgs	0.01	invscaling	0.001	True	0.97008
512x2	relu	sgd	0.01	invscaling	0.0001	True	0.54604
512x2	relu	adam	0.01	invscaling	0.0001	True	0.93335
512x2	relu	lbfgs	0.01	invscaling	0.0001	True	0.97014
512x3	relu	sgd	0.01	adaptive	0.1	True	0.9611
512x3	relu	adam	0.01	adaptive	0.1	True	0.94715
512x3	relu	lbfgs	0.01	adaptive	0.1	True	0.96554
512x3	relu	sgd	0.01	adaptive	0.01	True	0.93795
512x3	relu	adam	0.01	adaptive	0.01	True	0.95174
512x3	relu	lbfgs	0.01	adaptive	0.01	True	0.97468
512x3	relu	sgd	0.01	adaptive	0.001	True	0.91971
512x3	relu	adam	0.01	adaptive	0.001	True	0.95872
512x3	relu	lbfgs	0.01	adaptive	0.001	True	0.97933
512x3	relu	sgd	0.01	adaptive	0.0001	True	0.57585
512x3	relu	adam	0.01	adaptive	0.0001	True	0.91739
512x3	relu	lbfgs	0.01	adaptive	0.0001	True	0.96781
512x3	relu	sgd	0.01	invscaling	0.1	True	0.92881
512x3	relu	adam	0.01	invscaling	0.1	True	0.92865
512x3	relu	lbfgs	0.01	invscaling	0.1	True	0.96776
512x3	relu	sgd	0.01	invscaling	0.01	True	0.84667
512x3	relu	adam	0.01	invscaling	0.01	True	0.97008
512x3	relu	lbfgs	0.01	invscaling	0.01	True	0.97474
512x3	relu	sgd	0.01	invscaling	0.001	True	0.53007
512x3	relu	adam	0.01	invscaling	0.001	True	0.95872
512x3	relu	lbfgs	0.01	invscaling	0.001	True	0.96559
512x3	relu	sgd	0.01	invscaling	0.0001	True	0.50005
512x3	relu	adam	0.01	invscaling	0.0001	True	0.92659
512x3	relu	lbfgs	0.01	invscaling	0.0001	True	0.97474
64x1	relu	sgd	0.01	adaptive	0.1	False	0.97014
64x1	relu	adam	0.01	adaptive	0.1	False	0.96564
64x1	relu	lbfgs	0.01	adaptive	0.1	False	0.97252
64x1	relu	sgd	0.01	adaptive	0.01	False	0.97008
64x1	relu	adam	0.01	adaptive	0.01	False	0.96564
64x1	relu	lbfgs	0.01	adaptive	0.01	False	0.97474
64x1	relu	sgd	0.01	adaptive	0.001	False	0.95862
64x1	relu	adam	0.01	adaptive	0.001	False	0.96327
64x1	relu	lbfgs	0.01	adaptive	0.001	False	0.97706
64x1	relu	sgd	0.01	adaptive	0.0001	False	0.94725
64x1	relu	adam	0.01	adaptive	0.0001	False	0.95634
64x1	relu	lbfgs	0.01	adaptive	0.0001	False	0.97241
64x1	relu	sgd	0.01	invscaling	0.1	False	0.93573
64x1	relu	adam	0.01	invscaling	0.1	False	0.95872
64x1	relu	lbfgs	0.01	invscaling	0.1	False	0.97706
64x1	relu	sgd	0.01	invscaling	0.01	False	0.86242
64x1	relu	adam	0.01	invscaling	0.01	False	0.96554
64x1	relu	lbfgs	0.01	invscaling	0.01	False	0.97484
64x1	relu	sgd	0.01	invscaling	0.001	False	0.51163
64x1	relu	adam	0.01	invscaling	0.001	False	0.97252
64x1	relu	lbfgs	0.01	invscaling	0.001	False	0.96792
64x1	relu	sgd	0.01	invscaling	0.0001	False	0.47822
64x1	relu	adam	0.01	invscaling	0.0001	False	0.96771
64x1	relu	lbfgs	0.01	invscaling	0.0001	False	0.97257
64x2	relu	sgd	0.01	adaptive	0.1	False	0.97008
64x2	relu	adam	0.01	adaptive	0.1	False	0.96105
64x2	relu	lbfgs	0.01	adaptive	0.1	False	0.96321
64x2	relu	sgd	0.01	adaptive	0.01	False	0.96786
64x2	relu	adam	0.01	adaptive	0.01	False	0.95872
64x2	relu	lbfgs	0.01	adaptive	0.01	False	0.97252
64x2	relu	sgd	0.01	adaptive	0.001	False	0.95867
64x2	relu	adam	0.01	adaptive	0.001	False	0.97479
64x2	relu	lbfgs	0.01	adaptive	0.001	False	0.97474
64x2	relu	sgd	0.01	adaptive	0.0001	False	0.9426
64x2	relu	adam	0.01	adaptive	0.0001	False	0.96321
64x2	relu	lbfgs	0.01	adaptive	0.0001	False	0.96105
64x2	relu	sgd	0.01	invscaling	0.1	False	0.96327
64x2	relu	adam	0.01	invscaling	0.1	False	0.96559
64x2	relu	lbfgs	0.01	invscaling	0.1	False	0.96786
64x2	relu	sgd	0.01	invscaling	0.01	False	0.84413
64x2	relu	adam	0.01	invscaling	0.01	False	0.96786
64x2	relu	lbfgs	0.01	invscaling	0.01	False	0.96786
64x2	relu	sgd	0.01	invscaling	0.001	False	0.48615
64x2	relu	adam	0.01	invscaling	0.001	False	0.97241
64x2	relu	lbfgs	0.01	invscaling	0.001	False	0.96559
64x2	relu	sgd	0.01	invscaling	0.0001	False	0.54339
64x2	relu	adam	0.01	invscaling	0.0001	False	0.97019
64x2	relu	lbfgs	0.01	invscaling	0.0001	False	0.97252
64x3	relu	sgd	0.01	adaptive	0.1	False	0.97468
64x3	relu	adam	0.01	adaptive	0.1	False	0.96105
64x3	relu	lbfgs	0.01	adaptive	0.1	False	0.96099
64x3	relu	sgd	0.01	adaptive	0.01	False	0.96549
64x3	relu	adam	0.01	adaptive	0.01	False	0.96321
64x3	relu	lbfgs	0.01	adaptive	0.01	False	0.96332
64x3	relu	sgd	0.01	adaptive	0.001	False	0.96549
64x3	relu	adam	0.01	adaptive	0.001	False	0.96327
64x3	relu	lbfgs	0.01	adaptive	0.001	False	0.96554
64x3	relu	sgd	0.01	adaptive	0.0001	False	0.94027
64x3	relu	adam	0.01	adaptive	0.0001	False	0.95629
64x3	relu	lbfgs	0.01	adaptive	0.0001	False	0.96559
64x3	relu	sgd	0.01	invscaling	0.1	False	0.95862
64x3	relu	adam	0.01	invscaling	0.1	False	0.97014
64x3	relu	lbfgs	0.01	invscaling	0.1	False	0.96327
64x3	relu	sgd	0.01	invscaling	0.01	False	0.78895
64x3	relu	adam	0.01	invscaling	0.01	False	0.96781
64x3	relu	lbfgs	0.01	invscaling	0.01	False	0.96554
64x3	relu	sgd	0.01	invscaling	0.001	False	0.52072
64x3	relu	adam	0.01	invscaling	0.001	False	0.97246
64x3	relu	lbfgs	0.01	invscaling	0.001	False	0.97241
64x3	relu	sgd	0.01	invscaling	0.0001	False	0.55222
64x3	relu	adam	0.01	invscaling	0.0001	False	0.96321
64x3	relu	lbfgs	0.01	invscaling	0.0001	False	0.96327
128x1	relu	sgd	0.01	adaptive	0.1	False	0.97241
128x1	relu	adam	0.01	adaptive	0.1	False	0.94947
128x1	relu	lbfgs	0.01	adaptive	0.1	False	0.96786
128x1	relu	sgd	0.01	adaptive	0.01	False	0.97019
128x1	relu	adam	0.01	adaptive	0.01	False	0.96554
128x1	relu	lbfgs	0.01	adaptive	0.01	False	0.97479
128x1	relu	sgd	0.01	adaptive	0.001	False	0.96781
128x1	relu	adam	0.01	adaptive	0.001	False	0.96321
128x1	relu	lbfgs	0.01	adaptive	0.001	False	0.96786
128x1	relu	sgd	0.01	adaptive	0.0001	False	0.94027
128x1	relu	adam	0.01	adaptive	0.0001	False	0.96549
128x1	relu	lbfgs	0.01	adaptive	0.0001	False	0.97923
128x1	relu	sgd	0.01	invscaling	0.1	False	0.95402
128x1	relu	adam	0.01	invscaling	0.1	False	0.96332
128x1	relu	lbfgs	0.01	invscaling	0.1	False	0.97252
128x1	relu	sgd	0.01	invscaling	0.01	False	0.87611
128x1	relu	adam	0.01	invscaling	0.01	False	0.97008
128x1	relu	lbfgs	0.01	invscaling	0.01	False	0.98166
128x1	relu	sgd	0.01	invscaling	0.001	False	0.55333
128x1	relu	adam	0.01	invscaling	0.001	False	0.97241
128x1	relu	lbfgs	0.01	invscaling	0.001	False	0.97246
128x1	relu	sgd	0.01	invscaling	0.0001	False	0.5028
128x1	relu	adam	0.01	invscaling	0.0001	False	0.96771
128x1	relu	lbfgs	0.01	invscaling	0.0001	False	0.96781
128x2	relu	sgd	0.01	adaptive	0.1	False	0.97024
128x2	relu	adam	0.01	adaptive	0.1	False	0.96554
128x2	relu	lbfgs	0.01	adaptive	0.1	False	0.97701
128x2	relu	sgd	0.01	adaptive	0.01	False	0.97468
128x2	relu	adam	0.01	adaptive	0.01	False	0.96327
128x2	relu	lbfgs	0.01	adaptive	0.01	False	0.96332
128x2	relu	sgd	0.01	adaptive	0.001	False	0.96089
128x2	relu	adam	0.01	adaptive	0.001	False	0.97014
128x2	relu	lbfgs	0.01	adaptive	0.001	False	0.96332
128x2	relu	sgd	0.01	adaptive	0.0001	False	0.95872
128x2	relu	adam	0.01	adaptive	0.0001	False	0.96554
128x2	relu	lbfgs	0.01	adaptive	0.0001	False	0.96554
128x2	relu	sgd	0.01	invscaling	0.1	False	0.95645
128x2	relu	adam	0.01	invscaling	0.1	False	0.96099
128x2	relu	lbfgs	0.01	invscaling	0.1	False	0.97008
128x2	relu	sgd	0.01	invscaling	0.01	False	0.90349
128x2	relu	adam	0.01	invscaling	0.01	False	0.97252
128x2	relu	lbfgs	0.01	invscaling	0.01	False	0.96792
128x2	relu	sgd	0.01	invscaling	0.001	False	0.54138
128x2	relu	adam	0.01	invscaling	0.001	False	0.96089
128x2	relu	lbfgs	0.01	invscaling	0.001	False	0.96554
128x2	relu	sgd	0.01	invscaling	0.0001	False	0.51845
128x2	relu	adam	0.01	invscaling	0.0001	False	0.96543
128x2	relu	lbfgs	0.01	invscaling	0.0001	False	0.96781
128x3	relu	sgd	0.01	adaptive	0.1	False	0.96559
128x3	relu	adam	0.01	adaptive	0.1	False	0.93805
128x3	relu	lbfgs	0.01	adaptive	0.1	False	0.96564
128x3	relu	sgd	0.01	adaptive	0.01	False	0.97014
128x3	relu	adam	0.01	adaptive	0.01	False	0.95418
128x3	relu	lbfgs	0.01	adaptive	0.01	False	0.96781
128x3	relu	sgd	0.01	adaptive	0.001	False	0.9723
128x3	relu	adam	0.01	adaptive	0.001	False	0.96099
128x3	relu	lbfgs	0.01	adaptive	0.001	False	0.96786
128x3	relu	sgd	0.01	adaptive	0.0001	False	0.95412
128x3	relu	adam	0.01	adaptive	0.0001	False	0.97003
128x3	relu	lbfgs	0.01	adaptive	0.0001	False	0.9769
128x3	relu	sgd	0.01	invscaling	0.1	False	0.96554
128x3	relu	adam	0.01	invscaling	0.1	False	0.93795
128x3	relu	lbfgs	0.01	invscaling	0.1	False	0.96549
128x3	relu	sgd	0.01	invscaling	0.01	False	0.86216
128x3	relu	adam	0.01	invscaling	0.01	False	0.95412
128x3	relu	lbfgs	0.01	invscaling	0.01	False	0.96321
128x3	relu	sgd	0.01	invscaling	0.001	False	0.55872
128x3	relu	adam	0.01	invscaling	0.001	False	0.97241
128x3	relu	lbfgs	0.01	invscaling	0.001	False	0.96549
128x3	relu	sgd	0.01	invscaling	0.0001	False	0.50682
128x3	relu	adam	0.01	invscaling	0.0001	False	0.96554
128x3	relu	lbfgs	0.01	invscaling	0.0001	False	0.97928
256x1	relu	sgd	0.01	adaptive	0.1	False	0.97701
256x1	relu	adam	0.01	adaptive	0.1	False	0.95872
256x1	relu	lbfgs	0.01	adaptive	0.1	False	0.96786
256x1	relu	sgd	0.01	adaptive	0.01	False	0.97701
256x1	relu	adam	0.01	adaptive	0.01	False	0.96781
256x1	relu	lbfgs	0.01	adaptive	0.01	False	0.97014
256x1	relu	sgd	0.01	adaptive	0.001	False	0.97241
256x1	relu	adam	0.01	adaptive	0.001	False	0.97008
256x1	relu	lbfgs	0.01	adaptive	0.001	False	0.97241
256x1	relu	sgd	0.01	adaptive	0.0001	False	0.94715
256x1	relu	adam	0.01	adaptive	0.0001	False	0.97008
256x1	relu	lbfgs	0.01	adaptive	0.0001	False	0.96786
256x1	relu	sgd	0.01	invscaling	0.1	False	0.94937
256x1	relu	adam	0.01	invscaling	0.1	False	0.96105
256x1	relu	lbfgs	0.01	invscaling	0.1	False	0.97928
256x1	relu	sgd	0.01	invscaling	0.01	False	0.9083
256x1	relu	adam	0.01	invscaling	0.01	False	0.96781
256x1	relu	lbfgs	0.01	invscaling	0.01	False	0.96786
256x1	relu	sgd	0.01	invscaling	0.001	False	0.52252
256x1	relu	adam	0.01	invscaling	0.001	False	0.96781
256x1	relu	lbfgs	0.01	invscaling	0.001	False	0.97008
256x1	relu	sgd	0.01	invscaling	0.0001	False	0.47717
256x1	relu	adam	0.01	invscaling	0.0001	False	0.96776
256x1	relu	lbfgs	0.01	invscaling	0.0001	False	0.97014
256x2	relu	sgd	0.01	adaptive	0.1	False	0.96781
256x2	relu	adam	0.01	adaptive	0.1	False	0.97003
256x2	relu	lbfgs	0.01	adaptive	0.1	False	0.97468
256x2	relu	sgd	0.01	adaptive	0.01	False	0.97014
256x2	relu	adam	0.01	adaptive	0.01	False	0.96342
256x2	relu	lbfgs	0.01	adaptive	0.01	False	0.97463
256x2	relu	sgd	0.01	adaptive	0.001	False	0.97008
256x2	relu	adam	0.01	adaptive	0.001	False	0.97019
256x2	relu	lbfgs	0.01	adaptive	0.001	False	0.96554
256x2	relu	sgd	0.01	adaptive	0.0001	False	0.9518
256x2	relu	adam	0.01	adaptive	0.0001	False	0.96786
256x2	relu	lbfgs	0.01	adaptive	0.0001	False	0.97014
256x2	relu	sgd	0.01	invscaling	0.1	False	0.95402
256x2	relu	adam	0.01	invscaling	0.1	False	0.95862
256x2	relu	lbfgs	0.01	invscaling	0.1	False	0.96781
256x2	relu	sgd	0.01	invscaling	0.01	False	0.93118
256x2	relu	adam	0.01	invscaling	0.01	False	0.97252
256x2	relu	lbfgs	0.01	invscaling	0.01	False	0.96327
256x2	relu	sgd	0.01	invscaling	0.001	False	0.51876
256x2	relu	adam	0.01	invscaling	0.001	False	0.97246
256x2	relu	lbfgs	0.01	invscaling	0.001	False	0.97008
256x2	relu	sgd	0.01	invscaling	0.0001	False	0.49524
256x2	relu	adam	0.01	invscaling	0.0001	False	0.97933
256x2	relu	lbfgs	0.01	invscaling	0.0001	False	0.96786
256x3	relu	sgd	0.01	adaptive	0.1	False	0.97008
256x3	relu	adam	0.01	adaptive	0.1	False	0.93557
256x3	relu	lbfgs	0.01	adaptive	0.1	False	0.97014
256x3	relu	sgd	0.01	adaptive	0.01	False	0.97008
256x3	relu	adam	0.01	adaptive	0.01	False	0.96554
256x3	relu	lbfgs	0.01	adaptive	0.01	False	0.96781
256x3	relu	sgd	0.01	adaptive	0.001	False	0.96554
256x3	relu	adam	0.01	adaptive	0.001	False	0.96327
256x3	relu	lbfgs	0.01	adaptive	0.001	False	0.97008
256x3	relu	sgd	0.01	adaptive	0.0001	False	0.95412
256x3	relu	adam	0.01	adaptive	0.0001	False	0.97241
256x3	relu	lbfgs	0.01	adaptive	0.0001	False	0.97019
256x3	relu	sgd	0.01	invscaling	0.1	False	0.96099
256x3	relu	adam	0.01	invscaling	0.1	False	0.93562
256x3	relu	lbfgs	0.01	invscaling	0.1	False	0.96786
256x3	relu	sgd	0.01	invscaling	0.01	False	0.91263
256x3	relu	adam	0.01	invscaling	0.01	False	0.97008
256x3	relu	lbfgs	0.01	invscaling	0.01	False	0.97014
256x3	relu	sgd	0.01	invscaling	0.001	False	0.49783
256x3	relu	adam	0.01	invscaling	0.001	False	0.96554
256x3	relu	lbfgs	0.01	invscaling	0.001	False	0.97241
256x3	relu	sgd	0.01	invscaling	0.0001	False	0.54096
256x3	relu	adam	0.01	invscaling	0.0001	False	0.96554
256x3	relu	lbfgs	0.01	invscaling	0.0001	False	0.97468
321x1	relu	sgd	0.01	adaptive	0.1	False	0.97241
321x1	relu	adam	0.01	adaptive	0.1	False	0.97019
321x1	relu	lbfgs	0.01	adaptive	0.1	False	0.97246
321x1	relu	sgd	0.01	adaptive	0.01	False	0.97696
321x1	relu	adam	0.01	adaptive	0.01	False	0.96327
321x1	relu	lbfgs	0.01	adaptive	0.01	False	0.97019
321x1	relu	sgd	0.01	adaptive	0.001	False	0.97696
321x1	relu	adam	0.01	adaptive	0.001	False	0.97008
321x1	relu	lbfgs	0.01	adaptive	0.001	False	0.97474
321x1	relu	sgd	0.01	adaptive	0.0001	False	0.9564
321x1	relu	adam	0.01	adaptive	0.0001	False	0.97241
321x1	relu	lbfgs	0.01	adaptive	0.0001	False	0.97019
321x1	relu	sgd	0.01	invscaling	0.1	False	0.9518
321x1	relu	adam	0.01	invscaling	0.1	False	0.96099
321x1	relu	lbfgs	0.01	invscaling	0.1	False	0.97241
321x1	relu	sgd	0.01	invscaling	0.01	False	0.91068
321x1	relu	adam	0.01	invscaling	0.01	False	0.96554
321x1	relu	lbfgs	0.01	invscaling	0.01	False	0.97468
321x1	relu	sgd	0.01	invscaling	0.001	False	0.59239
321x1	relu	adam	0.01	invscaling	0.001	False	0.97014
321x1	relu	lbfgs	0.01	invscaling	0.001	False	0.96786
321x1	relu	sgd	0.01	invscaling	0.0001	False	0.50248
321x1	relu	adam	0.01	invscaling	0.0001	False	0.96781
321x1	relu	lbfgs	0.01	invscaling	0.0001	False	0.97008
321x2	relu	sgd	0.01	adaptive	0.1	False	0.97008
321x2	relu	adam	0.01	adaptive	0.1	False	0.96321
321x2	relu	lbfgs	0.01	adaptive	0.1	False	0.97014
321x2	relu	sgd	0.01	adaptive	0.01	False	0.97019
321x2	relu	adam	0.01	adaptive	0.01	False	0.96321
321x2	relu	lbfgs	0.01	adaptive	0.01	False	0.97014
321x2	relu	sgd	0.01	adaptive	0.001	False	0.96559
321x2	relu	adam	0.01	adaptive	0.001	False	0.97474
321x2	relu	lbfgs	0.01	adaptive	0.001	False	0.96781
321x2	relu	sgd	0.01	adaptive	0.0001	False	0.96094
321x2	relu	adam	0.01	adaptive	0.0001	False	0.97241
