n_estimators	max_features	max_depth	min_samples_split	min_samples_leaf	bagging	accuracy
40	10	10	4	2	True	0.96797
50	10	10	4	2	True	0.96337
100	10	10	4	2	True	0.96332
1	10	10	2	3	True	0.86459
2	10	10	2	3	True	0.90592
3	10	10	2	3	True	0.92442
4	10	10	2	3	True	0.95407
5	10	10	2	3	True	0.94487
6	10	10	2	3	True	0.95412
7	10	10	2	3	True	0.94498
8	10	10	2	3	True	0.95402
9	10	10	2	3	True	0.95624
10	10	10	2	3	True	0.95407
20	10	10	2	3	True	0.96105
30	10	10	2	3	True	0.96099
40	10	10	2	3	True	0.97014
50	10	10	2	3	True	0.96099
100	10	10	2	3	True	0.97019
1	10	10	3	3	True	0.85566
2	10	10	3	3	True	0.899
3	10	10	3	3	True	0.94736
4	10	10	3	3	True	0.91945
5	10	10	3	3	True	0.92886
6	10	10	3	3	True	0.94249
7	10	10	3	3	True	0.9518
8	10	10	3	3	True	0.95407
9	10	10	3	3	True	0.96327
10	10	10	3	3	True	0.95185
20	10	10	3	3	True	0.95407
30	10	10	3	3	True	0.96321
40	10	10	3	3	True	0.96559
50	10	10	3	3	True	0.96316
100	10	10	3	3	True	0.96792
1	10	10	4	3	True	0.87394
2	10	10	4	3	True	0.90597
3	10	10	4	3	True	0.91739
4	10	10	4	3	True	0.94482
5	10	10	4	3	True	0.9564
6	10	10	4	3	True	0.94519
7	10	10	4	3	True	0.95164
8	10	10	4	3	True	0.93795
9	10	10	4	3	True	0.95423
10	10	10	4	3	True	0.95634
20	10	10	4	3	True	0.9611
30	10	10	4	3	True	0.97241
40	10	10	4	3	True	0.95872
50	10	10	4	3	True	0.95634
100	10	10	4	3	True	0.97252
1	10	10	2	4	True	0.86475
2	10	10	2	4	True	0.91062
3	10	10	2	4	True	0.93108
4	10	10	2	4	True	0.938
5	10	10	2	4	True	0.94487
6	10	10	2	4	True	0.9518
7	10	10	2	4	True	0.94271
8	10	10	2	4	True	0.95407
9	10	10	2	4	True	0.94942
10	10	10	2	4	True	0.95174
20	10	10	2	4	True	0.96332
30	10	10	2	4	True	0.96327
40	10	10	2	4	True	0.96321
50	10	10	2	4	True	0.96797
100	10	10	2	4	True	0.96332
1	10	10	3	4	True	0.88747
2	10	10	3	4	True	0.90349
3	10	10	3	4	True	0.90846
4	10	10	3	4	True	0.92188
5	10	10	3	4	True	0.94736
6	10	10	3	4	True	0.92674
7	10	10	3	4	True	0.94471
8	10	10	3	4	True	0.9518
9	10	10	3	4	True	0.93811
10	10	10	3	4	True	0.96327
20	10	10	3	4	True	0.9518
30	10	10	3	4	True	0.96554
40	10	10	3	4	True	0.96327
50	10	10	3	4	True	0.96792
100	10	10	3	4	True	0.96094
1	10	10	4	4	True	0.89667
2	10	10	4	4	True	0.90608
3	10	10	4	4	True	0.94054
4	10	10	4	4	True	0.94493
5	10	10	4	4	True	0.9426
6	10	10	4	4	True	0.92437
7	10	10	4	4	True	0.96332
8	10	10	4	4	True	0.94017
9	10	10	4	4	True	0.9564
10	10	10	4	4	True	0.92886
20	10	10	4	4	True	0.95402
30	10	10	4	4	True	0.96089
40	10	10	4	4	True	0.96559
50	10	10	4	4	True	0.97019
100	10	10	4	4	True	0.96549
1	12	10	2	1	True	0.899
2	12	10	2	1	True	0.87865
3	12	10	2	1	True	0.94033
4	12	10	2	1	True	0.93573
5	12	10	2	1	True	0.94725
6	12	10	2	1	True	0.9472
7	12	10	2	1	True	0.94033
8	12	10	2	1	True	0.93816
9	12	10	2	1	True	0.95418
10	12	10	2	1	True	0.94715
20	12	10	2	1	True	0.9564
30	12	10	2	1	True	0.96781
40	12	10	2	1	True	0.96792
50	12	10	2	1	True	0.96327
100	12	10	2	1	True	0.97019
1	12	10	3	1	True	0.89471
2	12	10	3	1	True	0.88742
3	12	10	3	1	True	0.91966
4	12	10	3	1	True	0.9268
5	12	10	3	1	True	0.94963
6	12	10	3	1	True	0.95396
7	12	10	3	1	True	0.95407
8	12	10	3	1	True	0.95201
9	12	10	3	1	True	0.96327
10	12	10	3	1	True	0.94952
20	12	10	3	1	True	0.96559
30	12	10	3	1	True	0.96792
40	12	10	3	1	True	0.96554
50	12	10	3	1	True	0.96786
100	12	10	3	1	True	0.97019
1	12	10	4	1	True	0.89461
2	12	10	4	1	True	0.88763
3	12	10	4	1	True	0.91506
4	12	10	4	1	True	0.92881
5	12	10	4	1	True	0.93584
6	12	10	4	1	True	0.95174
7	12	10	4	1	True	0.95423
8	12	10	4	1	True	0.94255
9	12	10	4	1	True	0.95174
10	12	10	4	1	True	0.95412
20	12	10	4	1	True	0.94947
30	12	10	4	1	True	0.96321
40	12	10	4	1	True	0.97024
50	12	10	4	1	True	0.97479
100	12	10	4	1	True	0.96786
1	12	10	2	2	True	0.90375
2	12	10	2	2	True	0.92188
3	12	10	2	2	True	0.93779
4	12	10	2	2	True	0.94498
5	12	10	2	2	True	0.94725
6	12	10	2	2	True	0.96564
7	12	10	2	2	True	0.93805
8	12	10	2	2	True	0.95407
9	12	10	2	2	True	0.95862
10	12	10	2	2	True	0.95629
20	12	10	2	2	True	0.97019
30	12	10	2	2	True	0.96321
40	12	10	2	2	True	0.96786
50	12	10	2	2	True	0.96554
100	12	10	2	2	True	0.96792
1	12	10	3	2	True	0.91274
2	12	10	3	2	True	0.91533
3	12	10	3	2	True	0.93351
4	12	10	3	2	True	0.93108
5	12	10	3	2	True	0.9519
6	12	10	3	2	True	0.93573
7	12	10	3	2	True	0.95169
8	12	10	3	2	True	0.96316
9	12	10	3	2	True	0.95645
10	12	10	3	2	True	0.96105
20	12	10	3	2	True	0.95629
30	12	10	3	2	True	0.96786
40	12	10	3	2	True	0.96564
50	12	10	3	2	True	0.96321
100	12	10	3	2	True	0.97246
1	12	10	4	2	True	0.88066
2	12	10	4	2	True	0.90793
3	12	10	4	2	True	0.91728
4	12	10	4	2	True	0.94736
5	12	10	4	2	True	0.94498
6	12	10	4	2	True	0.93568
7	12	10	4	2	True	0.95185
8	12	10	4	2	True	0.95407
9	12	10	4	2	True	0.94947
10	12	10	4	2	True	0.95877
20	12	10	4	2	True	0.97241
30	12	10	4	2	True	0.97246
40	12	10	4	2	True	0.96332
50	12	10	4	2	True	0.96786
100	12	10	4	2	True	0.97014
1	12	10	2	3	True	0.88499
2	12	10	2	3	True	0.88087
3	12	10	2	3	True	0.95418
4	12	10	2	3	True	0.94255
5	12	10	2	3	True	0.93351
6	12	10	2	3	True	0.95412
7	12	10	2	3	True	0.9519
8	12	10	2	3	True	0.9518
9	12	10	2	3	True	0.9518
10	12	10	2	3	True	0.96781
20	12	10	2	3	True	0.96332
30	12	10	2	3	True	0.96332
40	12	10	2	3	True	0.96094
50	12	10	2	3	True	0.97019
100	12	10	2	3	True	0.96554
1	12	10	3	3	True	0.86052
2	12	10	3	3	True	0.92902
3	12	10	3	3	True	0.93821
4	12	10	3	3	True	0.92405
5	12	10	3	3	True	0.93578
6	12	10	3	3	True	0.94725
7	12	10	3	3	True	0.95185
8	12	10	3	3	True	0.95185
9	12	10	3	3	True	0.93816
10	12	10	3	3	True	0.95418
20	12	10	3	3	True	0.97241
30	12	10	3	3	True	0.96089
40	12	10	3	3	True	0.97019
50	12	10	3	3	True	0.96327
100	12	10	3	3	True	0.96105
1	12	10	4	3	True	0.8991
2	12	10	4	3	True	0.89905
3	12	10	4	3	True	0.93562
4	12	10	4	3	True	0.93573
5	12	10	4	3	True	0.9472
6	12	10	4	3	True	0.94709
7	12	10	4	3	True	0.92664
8	12	10	4	3	True	0.96332
9	12	10	4	3	True	0.95396
10	12	10	4	3	True	0.96332
20	12	10	4	3	True	0.97241
30	12	10	4	3	True	0.96332
40	12	10	4	3	True	0.97246
50	12	10	4	3	True	0.96554
100	12	10	4	3	True	0.97014
1	12	10	2	4	True	0.86496
2	12	10	2	4	True	0.92891
3	12	10	2	4	True	0.94033
4	12	10	2	4	True	0.93795
5	12	10	2	4	True	0.95862
6	12	10	2	4	True	0.93805
7	12	10	2	4	True	0.94271
8	12	10	2	4	True	0.95645
9	12	10	2	4	True	0.94482
10	12	10	2	4	True	0.95856
20	12	10	2	4	True	0.9564
30	12	10	2	4	True	0.96099
40	12	10	2	4	True	0.96554
50	12	10	2	4	True	0.96327
100	12	10	2	4	True	0.96327
1	12	10	3	4	True	0.90338
2	12	10	3	4	True	0.91755
3	12	10	3	4	True	0.94255
4	12	10	3	4	True	0.9426
5	12	10	3	4	True	0.94244
6	12	10	3	4	True	0.9472
7	12	10	3	4	True	0.94931
8	12	10	3	4	True	0.94958
9	12	10	3	4	True	0.95867
10	12	10	3	4	True	0.9564
20	12	10	3	4	True	0.96327
30	12	10	3	4	True	0.96554
40	12	10	3	4	True	0.96564
50	12	10	3	4	True	0.96099
100	12	10	3	4	True	0.97019
1	12	10	4	4	True	0.88547
2	12	10	4	4	True	0.91284
3	12	10	4	4	True	0.94271
4	12	10	4	4	True	0.94033
5	12	10	4	4	True	0.95418
6	12	10	4	4	True	0.94508
7	12	10	4	4	True	0.9426
8	12	10	4	4	True	0.9426
9	12	10	4	4	True	0.9564
10	12	10	4	4	True	0.94498
20	12	10	4	4	True	0.95862
30	12	10	4	4	True	0.96342
40	12	10	4	4	True	0.96332
50	12	10	4	4	True	0.96321
100	12	10	4	4	True	0.97014
1	14	10	2	1	True	0.91279
2	14	10	2	1	True	0.88066
3	14	10	2	1	True	0.9333
4	14	10	2	1	True	0.93578
5	14	10	2	1	True	0.938
6	14	10	2	1	True	0.92896
7	14	10	2	1	True	0.95867
8	14	10	2	1	True	0.94725
9	14	10	2	1	True	0.94493
10	14	10	2	1	True	0.96321
20	14	10	2	1	True	0.95407
30	14	10	2	1	True	0.96094
40	14	10	2	1	True	0.97014
50	14	10	2	1	True	0.96554
100	14	10	2	1	True	0.96554
1	14	10	3	1	True	0.90132
2	14	10	3	1	True	0.89693
3	14	10	3	1	True	0.91512
4	14	10	3	1	True	0.9334
5	14	10	3	1	True	0.92886
6	14	10	3	1	True	0.94255
7	14	10	3	1	True	0.94937
8	14	10	3	1	True	0.94054
9	14	10	3	1	True	0.95391
10	14	10	3	1	True	0.95634
20	14	10	3	1	True	0.96316
30	14	10	3	1	True	0.96549
40	14	10	3	1	True	0.95634
50	14	10	3	1	True	0.96786
100	14	10	3	1	True	0.96554
1	14	10	4	1	True	0.88314
2	14	10	4	1	True	0.89006
3	14	10	4	1	True	0.92659
4	14	10	4	1	True	0.93578
5	14	10	4	1	True	0.94958
6	14	10	4	1	True	0.938
7	14	10	4	1	True	0.95412
8	14	10	4	1	True	0.94958
9	14	10	4	1	True	0.96321
10	14	10	4	1	True	0.97014
20	14	10	4	1	True	0.96327
30	14	10	4	1	True	0.96099
40	14	10	4	1	True	0.96554
50	14	10	4	1	True	0.97014
100	14	10	4	1	True	0.97019
1	14	10	2	2	True	0.88293
2	14	10	2	2	True	0.89223
3	14	10	2	2	True	0.94022
4	14	10	2	2	True	0.93103
5	14	10	2	2	True	0.9519
6	14	10	2	2	True	0.94493
7	14	10	2	2	True	0.94043
8	14	10	2	2	True	0.94271
9	14	10	2	2	True	0.96327
10	14	10	2	2	True	0.94493
20	14	10	2	2	True	0.95862
30	14	10	2	2	True	0.96327
40	14	10	2	2	True	0.96094
50	14	10	2	2	True	0.96559
100	14	10	2	2	True	0.97019
1	14	10	3	2	True	0.86496
2	14	10	3	2	True	0.91961
3	14	10	3	2	True	0.93584
4	14	10	3	2	True	0.93129
5	14	10	3	2	True	0.95645
6	14	10	3	2	True	0.9518
7	14	10	3	2	True	0.97701
8	14	10	3	2	True	0.96321
9	14	10	3	2	True	0.95856
10	14	10	3	2	True	0.96327
20	14	10	3	2	True	0.96327
30	14	10	3	2	True	0.96084
40	14	10	3	2	True	0.96792
50	14	10	3	2	True	0.96786
100	14	10	3	2	True	0.97014
1	14	10	4	2	True	0.87622
2	14	10	4	2	True	0.90603
3	14	10	4	2	True	0.95634
4	14	10	4	2	True	0.9473
5	14	10	4	2	True	0.95418
6	14	10	4	2	True	0.95645
7	14	10	4	2	True	0.96094
8	14	10	4	2	True	0.9564
9	14	10	4	2	True	0.96327
10	14	10	4	2	True	0.96332
20	14	10	4	2	True	0.96327
30	14	10	4	2	True	0.96559
40	14	10	4	2	True	0.95867
50	14	10	4	2	True	0.97474
100	14	10	4	2	True	0.96559
1	14	10	2	3	True	0.90872
2	14	10	2	3	True	0.92912
3	14	10	2	3	True	0.94958
4	14	10	2	3	True	0.94027
5	14	10	2	3	True	0.93568
6	14	10	2	3	True	0.94265
7	14	10	2	3	True	0.94022
8	14	10	2	3	True	0.9564
9	14	10	2	3	True	0.9611
10	14	10	2	3	True	0.96089
20	14	10	2	3	True	0.96342
30	14	10	2	3	True	0.96549
40	14	10	2	3	True	0.96786
50	14	10	2	3	True	0.96559
100	14	10	2	3	True	0.96332
1	14	10	3	3	True	0.89429
2	14	10	3	3	True	0.93562
3	14	10	3	3	True	0.93124
4	14	10	3	3	True	0.9472
5	14	10	3	3	True	0.95407
6	14	10	3	3	True	0.93335
7	14	10	3	3	True	0.94715
8	14	10	3	3	True	0.95624
9	14	10	3	3	True	0.9472
10	14	10	3	3	True	0.9518
20	14	10	3	3	True	0.95645
30	14	10	3	3	True	0.97019
40	14	10	3	3	True	0.96564
50	14	10	3	3	True	0.96564
100	14	10	3	3	True	0.97019
1	14	10	4	3	True	0.90603
2	14	10	4	3	True	0.89646
3	14	10	4	3	True	0.9426
4	14	10	4	3	True	0.9379
5	14	10	4	3	True	0.9426
6	14	10	4	3	True	0.94725
7	14	10	4	3	True	0.94736
8	14	10	4	3	True	0.95402
9	14	10	4	3	True	0.9518
10	14	10	4	3	True	0.94022
20	14	10	4	3	True	0.96105
30	14	10	4	3	True	0.97252
40	14	10	4	3	True	0.96559
50	14	10	4	3	True	0.9703
100	14	10	4	3	True	0.96554
1	14	10	2	4	True	0.88066
2	14	10	2	4	True	0.90359
3	14	10	2	4	True	0.94482
4	14	10	2	4	True	0.92188
5	14	10	2	4	True	0.94725
6	14	10	2	4	True	0.94276
7	14	10	2	4	True	0.94952
8	14	10	2	4	True	0.9519
9	14	10	2	4	True	0.95418
10	14	10	2	4	True	0.9564
20	14	10	2	4	True	0.95867
30	14	10	2	4	True	0.95634
40	14	10	2	4	True	0.97024
50	14	10	2	4	True	0.96564
100	14	10	2	4	True	0.97019
1	14	10	3	4	True	0.8899
2	14	10	3	4	True	0.8945
3	14	10	3	4	True	0.9379
4	14	10	3	4	True	0.9334
5	14	10	3	4	True	0.9472
6	14	10	3	4	True	0.94704
7	14	10	3	4	True	0.95629
8	14	10	3	4	True	0.94947
9	14	10	3	4	True	0.95412
10	14	10	3	4	True	0.95872
20	14	10	3	4	True	0.97246
30	14	10	3	4	True	0.96554
40	14	10	3	4	True	0.96316
50	14	10	3	4	True	0.96781
100	14	10	3	4	True	0.96781
1	14	10	4	4	True	0.91274
2	14	10	4	4	True	0.91052
3	14	10	4	4	True	0.92664
4	14	10	4	4	True	0.94049
5	14	10	4	4	True	0.94482
6	14	10	4	4	True	0.9564
7	14	10	4	4	True	0.95185
8	14	10	4	4	True	0.9564
9	14	10	4	4	True	0.94947
10	14	10	4	4	True	0.95418
20	14	10	4	4	True	0.96554
30	14	10	4	4	True	0.96559
40	14	10	4	4	True	0.96327
50	14	10	4	4	True	0.96327
100	14	10	4	4	True	0.96327
1	16	10	2	1	True	0.87828
2	16	10	2	1	True	0.90618
3	16	10	2	1	True	0.93795
4	16	10	2	1	True	0.94038
5	16	10	2	1	True	0.93356
6	16	10	2	1	True	0.94027
7	16	10	2	1	True	0.94265
8	16	10	2	1	True	0.95412
9	16	10	2	1	True	0.94487
10	16	10	2	1	True	0.96099
20	16	10	2	1	True	0.96564
30	16	10	2	1	True	0.97479
40	16	10	2	1	True	0.96559
50	16	10	2	1	True	0.96792
100	16	10	2	1	True	0.97014
1	16	10	3	1	True	0.90391
2	16	10	3	1	True	0.9037
3	16	10	3	1	True	0.93108
4	16	10	3	1	True	0.93589
5	16	10	3	1	True	0.95196
6	16	10	3	1	True	0.95412
7	16	10	3	1	True	0.94487
8	16	10	3	1	True	0.95428
9	16	10	3	1	True	0.94487
10	16	10	3	1	True	0.95634
20	16	10	3	1	True	0.97014
30	16	10	3	1	True	0.96559
40	16	10	3	1	True	0.96559
50	16	10	3	1	True	0.96099
100	16	10	3	1	True	0.97019
1	16	10	4	1	True	0.92188
2	16	10	4	1	True	0.86475
3	16	10	4	1	True	0.91977
4	16	10	4	1	True	0.93092
5	16	10	4	1	True	0.93118
6	16	10	4	1	True	0.94942
7	16	10	4	1	True	0.94963
8	16	10	4	1	True	0.93811
9	16	10	4	1	True	0.96099
10	16	10	4	1	True	0.96321
20	16	10	4	1	True	0.95634
30	16	10	4	1	True	0.96105
40	16	10	4	1	True	0.96327
50	16	10	4	1	True	0.97019
100	16	10	4	1	True	0.97019
1	16	10	2	2	True	0.87844
2	16	10	2	2	True	0.90608
3	16	10	2	2	True	0.93134
4	16	10	2	2	True	0.9472
5	16	10	2	2	True	0.93578
6	16	10	2	2	True	0.94947
7	16	10	2	2	True	0.94968
8	16	10	2	2	True	0.9564
9	16	10	2	2	True	0.95629
10	16	10	2	2	True	0.97024
20	16	10	2	2	True	0.96802
30	16	10	2	2	True	0.96332
40	16	10	2	2	True	0.97024
50	16	10	2	2	True	0.96099
100	16	10	2	2	True	0.96564
1	16	10	3	2	True	0.90137
2	16	10	3	2	True	0.89905
3	16	10	3	2	True	0.93346
4	16	10	3	2	True	0.94503
5	16	10	3	2	True	0.94947
6	16	10	3	2	True	0.9472
7	16	10	3	2	True	0.938
8	16	10	3	2	True	0.95862
9	16	10	3	2	True	0.95412
10	16	10	3	2	True	0.96099
20	16	10	3	2	True	0.97019
30	16	10	3	2	True	0.96786
40	16	10	3	2	True	0.96564
50	16	10	3	2	True	0.97479
100	16	10	3	2	True	0.96327
1	16	10	4	2	True	0.86247
2	16	10	4	2	True	0.91517
3	16	10	4	2	True	0.9129
4	16	10	4	2	True	0.9426
5	16	10	4	2	True	0.93784
6	16	10	4	2	True	0.95407
7	16	10	4	2	True	0.95185
8	16	10	4	2	True	0.95634
9	16	10	4	2	True	0.95412
10	16	10	4	2	True	0.95867
20	16	10	4	2	True	0.97019
30	16	10	4	2	True	0.96786
40	16	10	4	2	True	0.96559
50	16	10	4	2	True	0.97241
100	16	10	4	2	True	0.96327
1	16	10	2	3	True	0.89228
2	16	10	2	3	True	0.91263
3	16	10	2	3	True	0.93362
4	16	10	2	3	True	0.93568
5	16	10	2	3	True	0.9472
6	16	10	2	3	True	0.94715
7	16	10	2	3	True	0.95856
8	16	10	2	3	True	0.94033
9	16	10	2	3	True	0.94942
10	16	10	2	3	True	0.95412
20	16	10	2	3	True	0.97241
30	16	10	2	3	True	0.96332
40	16	10	2	3	True	0.96559
50	16	10	2	3	True	0.97019
100	16	10	2	3	True	0.96327
1	16	10	3	3	True	0.91728
2	16	10	3	3	True	0.90116
3	16	10	3	3	True	0.95185
4	16	10	3	3	True	0.94271
5	16	10	3	3	True	0.94033
6	16	10	3	3	True	0.95174
7	16	10	3	3	True	0.9518
8	16	10	3	3	True	0.95629
9	16	10	3	3	True	0.95412
10	16	10	3	3	True	0.96332
20	16	10	3	3	True	0.96105
30	16	10	3	3	True	0.96099
40	16	10	3	3	True	0.96327
50	16	10	3	3	True	0.96099
100	16	10	3	3	True	0.96327
1	16	10	4	3	True	0.88536
2	16	10	4	3	True	0.92447
3	16	10	4	3	True	0.93124
4	16	10	4	3	True	0.95645
5	16	10	4	3	True	0.9519
6	16	10	4	3	True	0.95877
7	16	10	4	3	True	0.9426
8	16	10	4	3	True	0.94466
9	16	10	4	3	True	0.9472
10	16	10	4	3	True	0.94736
20	16	10	4	3	True	0.95402
30	16	10	4	3	True	0.96327
40	16	10	4	3	True	0.97019
50	16	10	4	3	True	0.96786
100	16	10	4	3	True	0.97024
1	16	10	2	4	True	0.90803
2	16	10	2	4	True	0.91517
3	16	10	2	4	True	0.92648
4	16	10	2	4	True	0.96332
5	16	10	2	4	True	0.95872
6	16	10	2	4	True	0.9472
7	16	10	2	4	True	0.95169
8	16	10	2	4	True	0.94952
9	16	10	2	4	True	0.9564
10	16	10	2	4	True	0.93795
20	16	10	2	4	True	0.95867
30	16	10	2	4	True	0.96105
40	16	10	2	4	True	0.96786
50	16	10	2	4	True	0.95862
100	16	10	2	4	True	0.96089
1	16	10	3	4	True	0.8899
2	16	10	3	4	True	0.91966
3	16	10	3	4	True	0.93129
4	16	10	3	4	True	0.94715
5	16	10	3	4	True	0.94487
6	16	10	3	4	True	0.94477
7	16	10	3	4	True	0.93816
8	16	10	3	4	True	0.96342
9	16	10	3	4	True	0.93821
10	16	10	3	4	True	0.94958
20	16	10	3	4	True	0.96332
30	16	10	3	4	True	0.96321
40	16	10	3	4	True	0.96559
50	16	10	3	4	True	0.97246
100	16	10	3	4	True	0.96786
1	16	10	4	4	True	0.88494
2	16	10	4	4	True	0.89672
3	16	10	4	4	True	0.91274
4	16	10	4	4	True	0.94952
5	16	10	4	4	True	0.94937
6	16	10	4	4	True	0.9518
7	16	10	4	4	True	0.94942
8	16	10	4	4	True	0.96094
9	16	10	4	4	True	0.94255
10	16	10	4	4	True	0.95634
20	16	10	4	4	True	0.96099
30	16	10	4	4	True	0.95851
40	16	10	4	4	True	0.97019
50	16	10	4	4	True	0.96564
100	16	10	4	4	True	0.96327
1	18	10	2	1	True	0.88557
2	18	10	2	1	True	0.86263
3	18	10	2	1	True	0.92193
4	18	10	2	1	True	0.91501
5	18	10	2	1	True	0.94265
6	18	10	2	1	True	0.9472
7	18	10	2	1	True	0.96549
8	18	10	2	1	True	0.96099
9	18	10	2	1	True	0.94493
10	18	10	2	1	True	0.9473
20	18	10	2	1	True	0.97014
30	18	10	2	1	True	0.9564
40	18	10	2	1	True	0.96792
50	18	10	2	1	True	0.97019
100	18	10	2	1	True	0.96564
1	18	10	3	1	True	0.90159
2	18	10	3	1	True	0.8648
3	18	10	3	1	True	0.92653
4	18	10	3	1	True	0.93568
5	18	10	3	1	True	0.94963
6	18	10	3	1	True	0.95174
7	18	10	3	1	True	0.94704
8	18	10	3	1	True	0.94043
9	18	10	3	1	True	0.96337
10	18	10	3	1	True	0.96099
20	18	10	3	1	True	0.96792
30	18	10	3	1	True	0.96332
40	18	10	3	1	True	0.96094
50	18	10	3	1	True	0.96099
100	18	10	3	1	True	0.96332
1	18	10	4	1	True	0.88768
2	18	10	4	1	True	0.89223
3	18	10	4	1	True	0.91966
4	18	10	4	1	True	0.92648
5	18	10	4	1	True	0.95872
6	18	10	4	1	True	0.94736
7	18	10	4	1	True	0.94271
8	18	10	4	1	True	0.9565
9	18	10	4	1	True	0.94952
10	18	10	4	1	True	0.95634
20	18	10	4	1	True	0.96564
30	18	10	4	1	True	0.96332
40	18	10	4	1	True	0.95867
50	18	10	4	1	True	0.96792
100	18	10	4	1	True	0.97014
1	18	10	2	2	True	0.90148
2	18	10	2	2	True	0.87854
3	18	10	2	2	True	0.91734
4	18	10	2	2	True	0.94947
5	18	10	2	2	True	0.94012
6	18	10	2	2	True	0.95412
7	18	10	2	2	True	0.9472
8	18	10	2	2	True	0.95196
9	18	10	2	2	True	0.95196
10	18	10	2	2	True	0.95185
20	18	10	2	2	True	0.96332
30	18	10	2	2	True	0.9657
40	18	10	2	2	True	0.97479
50	18	10	2	2	True	0.97241
100	18	10	2	2	True	0.97024
1	18	10	3	2	True	0.87172
2	18	10	3	2	True	0.91755
3	18	10	3	2	True	0.9518
4	18	10	3	2	True	0.92664
5	18	10	3	2	True	0.94038
6	18	10	3	2	True	0.94736
7	18	10	3	2	True	0.94942
8	18	10	3	2	True	0.9564
9	18	10	3	2	True	0.95645
10	18	10	3	2	True	0.95169
20	18	10	3	2	True	0.97246
30	18	10	3	2	True	0.96559
40	18	10	3	2	True	0.97252
50	18	10	3	2	True	0.96554
100	18	10	3	2	True	0.96559
1	18	10	4	2	True	0.8805
2	18	10	4	2	True	0.89456
3	18	10	4	2	True	0.93573
4	18	10	4	2	True	0.91956
5	18	10	4	2	True	0.94709
6	18	10	4	2	True	0.95185
7	18	10	4	2	True	0.94709
8	18	10	4	2	True	0.9564
9	18	10	4	2	True	0.95624
10	18	10	4	2	True	0.95862
20	18	10	4	2	True	0.96099
30	18	10	4	2	True	0.95862
40	18	10	4	2	True	0.95645
50	18	10	4	2	True	0.96786
100	18	10	4	2	True	0.96786
1	18	10	2	3	True	0.89456
2	18	10	2	3	True	0.92193
3	18	10	2	3	True	0.93129
4	18	10	2	3	True	0.93335
5	18	10	2	3	True	0.94038
6	18	10	2	3	True	0.96099
7	18	10	2	3	True	0.94952
8	18	10	2	3	True	0.95412
9	18	10	2	3	True	0.9564
10	18	10	2	3	True	0.95862
20	18	10	2	3	True	0.97014
30	18	10	2	3	True	0.95629
40	18	10	2	3	True	0.96786
50	18	10	2	3	True	0.96554
100	18	10	2	3	True	0.96554
1	18	10	3	3	True	0.86459
2	18	10	3	3	True	0.91744
3	18	10	3	3	True	0.9333
4	18	10	3	3	True	0.93578
5	18	10	3	3	True	0.94487
6	18	10	3	3	True	0.94498
7	18	10	3	3	True	0.96099
8	18	10	3	3	True	0.95185
9	18	10	3	3	True	0.95407
10	18	10	3	3	True	0.95402
20	18	10	3	3	True	0.9564
30	18	10	3	3	True	0.96337
40	18	10	3	3	True	0.96327
50	18	10	3	3	True	0.96094
100	18	10	3	3	True	0.97019
1	18	10	4	3	True	0.88747
2	18	10	4	3	True	0.91961
3	18	10	4	3	True	0.93118
4	18	10	4	3	True	0.94725
5	18	10	4	3	True	0.9611
6	18	10	4	3	True	0.96792
7	18	10	4	3	True	0.94952
8	18	10	4	3	True	0.9472
9	18	10	4	3	True	0.95862
10	18	10	4	3	True	0.95412
20	18	10	4	3	True	0.96564
30	18	10	4	3	True	0.95396
40	18	10	4	3	True	0.96792
50	18	10	4	3	True	0.95862
100	18	10	4	3	True	0.96321
1	18	10	2	4	True	0.91321
2	18	10	2	4	True	0.9176
3	18	10	2	4	True	0.93108
4	18	10	2	4	True	0.95867
5	18	10	2	4	True	0.95423
6	18	10	2	4	True	0.94942
7	18	10	2	4	True	0.94265
8	18	10	2	4	True	0.94487
9	18	10	2	4	True	0.95407
10	18	10	2	4	True	0.9473
20	18	10	2	4	True	0.96797
30	18	10	2	4	True	0.95867
40	18	10	2	4	True	0.96321
50	18	10	2	4	True	0.97019
100	18	10	2	4	True	0.95867
1	18	10	3	4	True	0.89006
2	18	10	3	4	True	0.90116
3	18	10	3	4	True	0.91971
4	18	10	3	4	True	0.93351
5	18	10	3	4	True	0.93568
6	18	10	3	4	True	0.94952
7	18	10	3	4	True	0.9518
8	18	10	3	4	True	0.95634
9	18	10	3	4	True	0.96781
10	18	10	3	4	True	0.9611
20	18	10	3	4	True	0.94947
30	18	10	3	4	True	0.96105
40	18	10	3	4	True	0.96554
50	18	10	3	4	True	0.96332
100	18	10	3	4	True	0.95862
1	18	10	4	4	True	0.87838
2	18	10	4	4	True	0.92431
3	18	10	4	4	True	0.94508
4	18	10	4	4	True	0.95412
5	18	10	4	4	True	0.94947
6	18	10	4	4	True	0.95174
7	18	10	4	4	True	0.96094
8	18	10	4	4	True	0.94947
9	18	10	4	4	True	0.95867
10	18	10	4	4	True	0.95418
20	18	10	4	4	True	0.95877
30	18	10	4	4	True	0.95418
40	18	10	4	4	True	0.95629
50	18	10	4	4	True	0.96564
100	18	10	4	4	True	0.96099
1	20	10	2	1	True	0.89228
2	20	10	2	1	True	0.87357
3	20	10	2	1	True	0.92215
4	20	10	2	1	True	0.95174
5	20	10	2	1	True	0.94503
6	20	10	2	1	True	0.93811
7	20	10	2	1	True	0.94958
8	20	10	2	1	True	0.94725
